#CODE	ENGLISH	ENGLISH
AIREASON_ALL_HELP_IS_APPRECIATED	All help is appreciated	All help is appreciated
EVTDESC100453	[From.GetTitledFirstName] told me about the misdeeds you have done, the treachery and the despicable things [From.GetSheHe] has seen with [From.GetHerHis] own eyes! I thought we were friends, but now I know better...'\nI couldn't convince [FromFrom.GetTitledFirstName] to believe me rather than [From.GetTitledFirstName]'s lies.	[From.GetTitledFirstName] told me about the misdeeds you have done, the treachery and the despicable things [From.GetSheHe] has seen with [From.GetHerHis] own eyes! I thought we were friends, but now I know better...'\nI couldn't convince [FromFrom.GetTitledFirstName] to believe me rather than [From.GetTitledFirstName]'s lies.
EVTOPTA100453	Curse you, [From.GetTitledFirstName]!	Curse you, [From.GetTitledFirstName]!
EVTDESC100460	Would you know it, I heard your rival fancies a [Root.GetManWoman]!'\nIt came as quite a shock to hear the rumors that my rival is a sodomite!	Would you know it, I heard your rival fancies a [Root.GetManWoman]!'\nIt came as quite a shock to hear the rumors that my rival is a sodomite!
EVTOTPA100460	Finally, something I can use to slander my rival's reputation!	Finally, something I can use to slander my rival's reputation!
EVTTOOLTIP100461	has nothing but contempt for [Root.GetTitledFirstName]	has nothing but contempt for [Root.GetTitledFirstName]
EVTOTPB100460	This could destroy my rival's life and reputation! I won't be a part of that	This could destroy my rival's life and reputation! I won't be a part of that
EVTOTPC100460	I will protect this secret as I have mine	I will protect this secret as I have mine
EVTTOOLTIP100462	[Root.GetTitledFirstName] no longer sees [This.GetTitledFirstName] as [Root.GetHerHis] rival	[Root.GetTitledFirstName] no longer sees [This.GetTitledFirstName] as [Root.GetHerHis] rival
EVTDESC100461	It was only rumors at first, then people started talking, then gossiping. The secret I tried to keep hidden, tried to deny and tried to shun caught up to me and blared its, to some, ugly truth: I did not desire the other sex, I wanted a [Root.GetManWoman], not a [Root.GetManWomanOpp] in my bed...	It was only rumors at first, then people started talking, then gossiping. The secret I tried to keep hidden, tried to deny and tried to shun caught up to me and blared its, to some, ugly truth: I did not desire the other sex, I wanted a [Root.GetManWoman], not a [Root.GetManWomanOpp] in my bed...
EVTOPTA100461	I have good reason to believe [From.GetTitledFirstName] is behind this!	I have good reason to believe [From.GetTitledFirstName] is behind this!
EVTDESC100462	It has been a secret I have guarded with my life, every gossip, every rumor about me not desiring the other sex has been uprooted as soon as I could. Then my rival [From.GetTitledFirstName] came to me, telling me [From.GetSheHe] knew my secret and I braced myself against [From.GetTitledFirstName]'s glee that [From.GetSheHe] finally had something [From.GetSheHe] could use to ruin my reputation with.	It has been a secret I have guarded with my life, every gossip, every rumor about me not desiring the other sex has been uprooted as soon as I could. Then my rival [From.GetTitledFirstName] came to me, telling me [From.GetSheHe] knew my secret and I braced myself against [From.GetTitledFirstName]'s glee that [From.GetSheHe] finally had something [From.GetSheHe] could use to ruin my reputation with.
EVTOPTA100462	My secret is safe, [From.GetTitledFirstName] told me...	My secret is safe, [From.GetTitledFirstName] told me...
EVTDESC100470	The more I think about it, the more ridiculous it seems. A [Root.GetTitle] having a rival  so much beneath me, it seems a bit silly of me to hold [Root.GetHerHim] as my rival.	The more I think about it, the more ridiculous it seems. A [Root.GetTitle] having a rival  so much beneath me, it seems a bit silly of me to hold [Root.GetHerHim] as my rival.
EVTOPTA100470	Indeed, there is little point in this rivalry	Indeed, there is little point in this rivalry
EVTOPTB100470	I never forget my enemies	I never forget my enemies
EVTDESC100471	[From.GetTitledFirstName] and I have been rivals for a very long time, but now when [From.GetSheHe] is a [From.GetTitle] and I am a lowly [Root.GetTitle] [From.GetTitledFirstName] feels it is beneath [From.GetHerHim] to have a rival so much beneath [From.GetHerHim].	[From.GetTitledFirstName] and I have been rivals for a very long time, but now when [From.GetSheHe] is a [From.GetTitle] and I am a lowly [Root.GetTitle] [From.GetTitledFirstName] feels it is beneath [From.GetHerHim] to have a rival so much beneath [From.GetHerHim].
EVTOPTA100471	Finally!	Finally!
EVTOPTB100471	[From.GetTitle] or not, the rivalry between us is still strong!	[From.GetTitle] or not, the rivalry between us is still strong!
EVTTOOLTIP100472	[Root.GetTitledFirstName] refuses to let go of the rivalry between [Root.GetHerHim] and [This.GetTitledFirstName]	[Root.GetTitledFirstName] refuses to let go of the rivalry between [Root.GetHerHim] and [This.GetTitledFirstName]
EVTDESC100472	I was willing to bury our rivalries and the petty deeds, the stabs at our reputations our rivalry had caused in the past where it belongs, but [From.GetTitledFirstName] was not as magnanimous as I.\n'[Root.GetTitle] or [From.GetTitle], our rivalry will continue, forever!'	I was willing to bury our rivalries and the petty deeds, the stabs at our reputations our rivalry had caused in the past where it belongs, but [From.GetTitledFirstName] was not as magnanimous as I.\n'[Root.GetTitle] or [From.GetTitle], our rivalry will continue, forever!'
EVTOPTA100472	Oh dear...	Oh dear...
EVTDESC100480	My rivalry to my liege [Root.Liege.GetTitledFirstName] is straining my commitment to my feudal duties. To know that my hard work enables my rival to live a safer, better life annoys me to no end!	My rivalry to my liege [Root.Liege.GetTitledFirstName] is straining my commitment to my feudal duties. To know that my hard work enables my rival to live a safer, better life annoys me to no end!
EVTOPTA100480	[Root.Liege.GetTitledFirstName] is my rival until death do us part!	[Root.Liege.GetTitledFirstName] is my rival until death do us part!
EVTOPTB100480	I should try to live with this	I should try to live with this
EVTOPTC100480	I should make up for the sake of order	I should make up for the sake of order
EVTTOOLTIP100481	 	 
opinion_stubborn_rival	Stubborn Rival	Stubborn Rival
opinion_respects_liege	Respects Liege	Respects Liege
EVTDESC100481	My liege, I fear our rivalry is straining my commitment to my feudal duties. To know that my hard work enables a rival of mine to live a safer, better life is putting a strain on me I would gladly have removed. I want us to bury our rivalry and differences so that I may serve you better.\nYour loyal subject,\n[From.GetTitledFirstName]	My liege, I fear our rivalry is straining my commitment to my feudal duties. To know that my hard work enables a rival of mine to live a safer, better life is putting a strain to me I would gladly have removed. I want us to bury our rivalry and differences so I may serve you to my best.\nYour loyal subject,\n[From.GetTitledFirstName]
EVTOPTA100481	Yes, it would be for the best...	Yes, it would be for the best...
EVTDESC100490	My fierce rival is planning rebellious acts against our liege [Root.Liege.GetTitledFirstName]!	My fierce rival is planning rebellious acts against our liege [Root.Liege.GetTitledFirstName]!
EVTOPTA100490	I will not let my rivalry interfere with my cause	I will not let my rivalry interfere with my cause
EVTOPTB100490	Maybe united hatred allows us to make up?	Maybe united hatred allows us to make up?
EVTTOOLTIP100491	[Root.GetTitledFirstName] joins [This.GetTitledFirstName] plot against their liege [Root.Liege.GetTitledFirstName]	[Root.GetTitledFirstName] joins [This.GetTitledFirstName] plot against their liege [Root.Liege.GetTitledFirstName]
EVTDESC100491	I was in the middle of planning the next step of the plot when [From.GetTitledFirstName] burst into the room and asked to join my plot against [From.Liege.GetTitledFirstName]!	I was in the middle of planning the next step of the plot when [From.GetTitledFirstName] burst into the room and asked to join my plot against [From.Liege.GetTitledFirstName]!
EVTOPTA100491	I don't need your help!	I don't need your help!
EVTTOOLTIP100492	[Root.GetTitledFirstName] needs no help from [This.GetTitledFirstName] with [Root.GetHerHis] plot against [This.Liege.GetTitledFirstName]	[Root.GetTitledFirstName] needs no help from [This.GetTitledFirstName] with [Root.GetHerHis] plot against [This.Liege.GetTitledFirstName]
EVTOPTB100491	I could use any help I can get!	I could use any help I can get!
EVTDESC100492	I had looked forward to joining [From.GetTitledFirstName] in [From.GetHerHis] plot against our liege [Root.Liege.GetTitledFirstName], but instead of showing some gratitude and welcome me with open arms, [From.GetTitledFirstName] shouted at me and refused to let me join [From.GetHerHis] plot!	I had looked forward to joining [From.GetTitledFirstName] in [From.GetHerHis] plot against our liege [Root.Liege.GetTitledFirstName], but instead of showing some gratitude and welcome me with open arms, [From.GetTitledFirstName] shouted at me and refused to let me join [From.GetHerHis] plot!
EVTOPTA100492	Now what should I do?	Now what should I do?
EVTDESC100500	Praise [Root.Religion.GetRandomGodName]! My fierce rival has also become a follower of the new way of Christ! Hallelujah!	Praise [Root.Religion.GetRandomGodName]! My fierce rival has also become a follower of the new way of Christ! Hallelujah!
EVTOPTA100500	I need to re-evaluate our relations!	I need to re-evaluate our relations!
EVTOPTB100500	Love thy rival does not apply in this situation	Love thy rival does not apply in this situation
EVTDESC100501	The [Root.Religion.GetName] faith teaches us to love thy rival, but [From.GetTitledFirstName] still took me with surprise when [From.GetSheHe] proposed that we should end our rivalry in honor of [Root.Religion.GetRandomGodName]'s teachings...	The [Root.Religion.GetName] faith teaches us to love thy rival, but [From.GetTitledFirstName] still took me with surprise when [From.GetSheHe] proposed that we should end our rivalry in honor of [Root.Religion.GetRandomGodName]'s teachings...
EVTOPTA100501	For [Root.Religion.GetRandomGodName]'s sake!	For [Root.Religion.GetRandomGodName]'s sake!
EVTTOOLTIP100502	[Root.GetTitledFirstName] ends [Root.GetHerHis] and [This.GetTitledFirstName] rivalry	[Root.GetTitledFirstName] ends [Root.GetHerHis] and [This.GetTitledFirstName] rivalry
